0.0332;-0.0023;-0.9957;1095.0978
0.0242;0.0271;-0.9954;1095.0978
0.0178;0.0322;-1.0133;1095.0687
0.0330;0.0213;-1.0472;1095.0759
0.0178;0.0291;-1.0592;1095.0685
0.0545;0.0205;-1.0206;1095.0980
-0.0028;0.0147;-0.9659;1095.0980
0.0615;-0.0072;-1.0096;1095.0614
0.0305;-0.0140;-1.0093;1095.0759
0.0188;0.0513;-0.9864;1095.0905
-0.0023;0.0010;-0.9920;1095.0612
0.0095;0.0068;-0.9722;1095.0612
0.0166;0.0242;-1.0113;1095.0538
0.0322;-0.0023;-0.9993;1095.0466
0.0332;-0.0170;-1.0142;1095.0901
0.0215;0.0027;-1.0008;1095.0609
0.0149;0.0352;-1.0145;1095.0609
0.0315;0.0198;-1.0467;1095.1050
0.0193;0.0134;-1.0272;1095.0824
0.0376;-0.0267;-1.0218;1095.1048
0.0310;0.0068;-1.0550;1095.0609
0.0313;-0.0150;-1.0321;1095.0609
0.0125;-0.0172;-0.9913;1095.0609
-0.0126;0.0361;-0.9761;1095.0682
0.0137;0.0264;-0.9403;1095.0462
-0.0106;0.0144;-0.9573;1095.0824
-0.0033;0.0232;-1.0045;1095.0824
0.0584;-0.0431;-0.9893;1095.1041
-0.0028;0.0288;-0.9852;1095.0536
0.0437;0.0357;-1.0015;1095.0676
0.0046;0.0183;-0.9947;1095.0896
-0.0280;0.0227;-0.9127;1095.0896
0.0239;-0.0114;-0.8768;1095.0532
-0.0302;0.0515;-0.8807;1095.0529
0.0339;0.0098;-0.9127;1095.0676
0.0479;0.0034;-0.9808;1095.0747
-0.0053;0.0278;-0.8726;1095.0747
0.0083;0.0574;-0.8707;1095.0820
0.0762;0.0486;-0.9061;1095.0747
0.0215;0.0842;-0.9466;1095.0966
0.0242;0.0574;-0.9539;1095.1112
0.0349;0.0376;-1.0003;1095.1112
0.0457;0.0374;-0.9566;1095.1041
0.0178;-0.0451;-0.9630;1095.1405
0.0452;0.0076;-0.9825;1095.1696
0.0108;0.0078;-0.9935;1095.1770
0.0259;0.0396;-1.0003;1095.1770
-0.0084;-0.0292;-1.0216;1095.2279
0.0090;-0.0092;-0.9822;1095.1476
0.0286;0.0073;-1.0213;1095.1913
-0.0060;0.0017;-1.0216;1095.7528
-0.0031;0.0222;-1.0406;1095.7598
-0.0221;0.0679;-0.9913;1095.8038
-0.0314;0.0454;-1.0401;1095.7744
0.0061;0.0254;-1.0589;1095.8038
-0.0419;0.0388;-0.9615;1095.8038
-0.0057;0.0183;-1.0177;1095.8255
-0.0407;0.0462;-0.9849;1095.7963
0.0154;0.0032;-1.0804;1095.8546
-0.0328;0.0330;-1.0003;1095.8694
-0.0668;0.0215;-1.0343;1095.8694
-0.0343;0.0708;-1.0296;1095.9128
-0.0341;0.0408;-1.0123;1095.8764
0.0120;0.0430;-1.0047;1095.8985
-0.0416;0.0444;-0.9420;1095.8984
-0.0153;0.0347;-1.0128;1095.8984
-0.0343;0.0520;-0.9820;1095.9569
-0.0280;0.0574;-0.9852;1096.0007
0.0068;0.0017;-1.0406;1096.0591
0.0078;0.0225;-0.9940;1096.0517
0.0015;0.0535;-1.0074;1096.0517
-0.0204;0.0169;-0.9730;1096.0952
-0.0392;0.0332;-1.0159;1096.0879
0.0144;0.0100;-1.0235;1096.0879
-0.0307;0.0078;-0.9979;1096.1388
-0.0070;0.0315;-1.0206;1096.1388
0.0254;0.0398;-1.0614;1096.1098
-0.0263;0.0029;-0.9949;1096.1241
-0.0319;0.0457;-0.9439;1096.1532
-0.0307;0.0359;-1.0328;1096.1678
-0.0216;0.0252;-1.0240;1096.1678
-0.0355;0.0393;-1.0059;1096.1967
-0.0202;0.0481;-1.0155;1096.2043
-0.0236;0.0376;-1.0093;1096.1824
-0.0170;0.0252;-1.0374;1096.2042
-0.0443;0.0403;-0.9552;1096.2042
-0.0490;0.0723;-0.9942;1096.2334
-0.0241;0.0242;-1.0015;1096.2626
-0.0243;0.0232;-0.9984;1096.2698
0.0379;0.0064;-1.0787;1096.2625
-0.0368;-0.0231;-1.0379;1096.2625
-0.0429;0.0166;-1.0164;1096.2847
-0.0040;0.0327;-1.0181;1096.2482
-0.0170;0.0708;-0.9781;1096.3137
-0.0202;0.0440;-1.0172;1096.3648
-0.0060;0.0303;-1.0069;1096.3648
-0.0165;0.0440;-0.9769;1096.3576
-0.0348;0.0449;-1.0186;1096.3573
-0.0114;-0.0028;-1.0689;1096.3941
-0.0021;0.0525;-1.0120;1096.3939
