0.0328;-0.0411;-1.1475;1096.5397
0.0245;-0.0416;-1.0946;1096.5032
0.0374;-0.0199;-1.0780;1096.4667
0.0267;-0.0211;-1.0963;1096.5105
0.0196;-0.0385;-1.0538;1096.5105
0.0316;-0.0568;-1.0926;1096.5105
0.0567;-0.0153;-1.0528;1096.4814
0.0137;0.0086;-1.0484;1096.4812
-0.0035;-0.0331;-1.0430;1096.4521
0.0145;-0.0026;-1.0015;1096.4521
0.0531;-0.0209;-1.0279;1096.4811
0.0076;0.0025;-1.0057;1096.4666
0.0516;-0.0070;-1.0816;1096.4009
0.0347;-0.0031;-1.0311;1096.4076
0.0318;-0.0172;-1.0543;1096.4076
0.0338;-0.0385;-1.0357;1096.3863
0.0443;-0.0228;-1.0308;1096.3426
0.0404;-0.0280;-1.0308;1096.2477
0.0306;-0.0114;-1.0384;1096.3279
0.0328;-0.0033;-1.0299;1096.3279
0.0238;-0.0270;-1.0042;1096.2916
0.0108;-0.0390;-1.0111;1096.3426
0.0325;-0.0353;-1.0196;1096.3274
0.0557;-0.0409;-1.0489;1096.2914
0.0064;-0.0624;-1.0286;1096.2914
-0.0050;-0.0370;-0.9998;1096.2908
0.0269;-0.0419;-1.0631;1096.2331
0.0438;-0.0380;-1.0030;1096.2762
0.0067;-0.0123;-1.0294;1096.1966
0.0362;-0.0626;-1.0467;1096.1966
0.0457;-0.0397;-1.0904;1096.1887
0.0921;-0.0631;-1.1451;1096.2251
0.1448;-0.0216;-0.9163;1096.1674
0.1866;-0.0009;-1.0321;1096.1746
0.2479;-0.0385;-0.9791;1096.1746
0.2633;0.0125;-1.0684;1096.1673
0.1444;0.1160;-1.0587;1096.1521
0.1080;0.0339;-1.1461;1096.0725
0.0289;0.0842;-0.9920;1096.1230
0.0296;0.0942;-0.9595;1096.1230
0.1156;0.0139;-1.0848;1096.1083
-0.0699;0.0178;-0.9710;1096.0573
-0.0086;0.0637;-0.9681;1096.0864
0.0194;0.0845;-1.0438;1096.0498
0.0325;0.0667;-0.9237;1096.0498
0.0028;0.1773;-1.0020;1096.0062
0.0196;0.0740;-1.1131;1095.9987
-0.0020;0.0608;-1.0233;1095.9915
0.0030;0.0364;-1.0216;1096.0060
-0.0142;0.0464;-1.0047;1096.0060
-0.0213;0.0359;-0.9837;1095.3335
-0.0006;0.0588;-1.0489;1095.3334
0.0260;0.0630;-1.0679;1095.3475
-0.0098;0.0535;-1.0579;1095.2891
-0.0196;0.0564;-1.0587;1095.2891
-0.0045;0.0606;-1.0538;1095.3036
-0.0181;0.0549;-1.0489;1095.2673
-0.0318;0.0381;-0.9996;1095.2670
-0.0367;0.0598;-1.0294;1095.2892
0.0428;0.0337;-1.0262;1095.2892
-0.0250;0.0527;-1.0120;1095.2526
-0.0157;0.0354;-1.0286;1095.2161
-0.0167;0.0230;-0.9215;1095.2088
-0.0111;0.0337;-0.9591;1095.1796
-0.0096;0.0432;-0.9530;1095.1796
-0.0264;0.0899;-0.9757;1095.1357
-0.0020;0.0520;-0.9215;1095.1648
0.0123;0.0689;-0.9268;1095.1503
0.0450;0.0322;-0.9273;1095.1502
-0.0360;0.0969;-0.8175;1095.1357
0.0030;0.0264;-1.0616;1095.1357
-0.0252;0.0755;-0.9371;1095.1719
-0.0093;0.0181;-0.9578;1095.1064
0.0213;0.0764;-1.0518;1095.1646
0.0172;0.0559;-0.9971;1095.1354
-0.0238;0.0632;-1.0406;1095.1354
-0.0047;0.0969;-1.0350;1095.2228
0.0228;0.0408;-1.1170;1095.1500
0.0003;0.0567;-1.0784;1095.1500
0.0360;0.0752;-1.1002;1095.1348
-0.0150;0.0249;-0.9688;1095.1348
-0.0279;0.0654;-1.0450;1095.1714
0.0123;0.0733;-1.1082;1095.1714
0.0423;0.0584;-1.1568;1095.1933
-0.0040;0.1150;-0.9935;1095.1641
-0.0238;0.0581;-1.0157;1095.1641
-0.0072;0.0454;-1.0096;1095.1493
-0.0218;0.0786;-1.0189;1095.1201
-0.0113;0.0581;-1.0513;1095.1712
0.0120;0.0405;-1.0489;1095.1787
0.0076;0.0579;-1.0050;1095.1787
-0.0281;0.0789;-1.0145;1095.1640
-0.0079;0.0762;-1.0499;1095.1932
0.0201;0.0552;-0.9815;1095.1780
0.0245;0.0271;-1.0592;1095.1419
-0.0367;0.0296;-0.9886;1095.1419
-0.0218;0.0217;-1.0235;1095.1493
-0.0108;0.0264;-1.0347;1095.1421
0.0018;0.0220;-0.9947;1095.1710
0.0260;0.0220;-0.9962;1095.1346
