-0.0343;-0.0087;-1.0229;1097.0347
0.0420;0.0256;-1.0244;1097.0419
0.0071;-0.0131;-0.9685;1097.0565
-0.0473;-0.0124;-1.0295;1097.0277
0.0054;0.0131;-0.9960;1097.0277
-0.0233;0.0056;-1.0483;1097.0274
-0.0114;-0.0161;-0.9963;1097.0494
0.0191;-0.0063;-1.0036;1097.0494
0.0169;0.0031;-0.9272;1097.0640
-0.0538;-0.0451;-1.0400;1097.0640
-0.0123;0.0644;-0.9841;1097.0347
-0.0526;-0.0119;-1.0590;1097.0494
-0.0084;-0.0180;-1.0168;1097.0422
0.0056;0.0090;-1.0056;1097.0274
-0.0089;0.0407;-1.0175;1097.0274
0.0193;-0.0358;-0.9494;1097.0419
-0.0060;-0.0412;-0.9826;1097.0129
0.0562;0.0505;-1.0168;1097.0274
0.0393;-0.0036;-0.9995;1097.0201
0.0388;-0.0173;-0.9873;1097.0201
0.0833;-0.0419;-0.9719;1097.0056
0.0401;-0.0507;-0.9809;1097.0128
0.0171;0.0107;-0.9992;1097.0492
-0.0114;-0.0249;-1.0407;1097.0709
0.0027;-0.0244;-0.9985;1097.0709
-0.0253;-0.0085;-1.0095;1097.0201
0.0034;0.0048;-0.9794;1097.0706
-0.0253;-0.0227;-1.0246;1097.0416
0.0237;-0.0236;-0.9985;1097.0343
0.0549;-0.0229;-0.9863;1097.0343
0.0227;0.0070;-0.9858;1097.0343
0.0342;-0.0454;-1.0061;1097.0271
0.0408;-0.0559;-1.0139;1097.0126
0.0066;0.0058;-1.0341;1096.9980
-0.0473;-0.0329;-1.0292;1096.9980
-0.0162;0.0173;-1.0280;1097.0126
-0.0018;-0.0468;-0.9909;1097.0346
0.0027;0.0261;-0.9694;1097.0782
0.0256;0.0063;-1.0529;1097.0416
0.0635;-0.0141;-0.9799;1097.0416
0.0339;-0.0065;-0.9880;1097.0561
-0.0148;-0.0527;-0.9970;1097.0561
0.0342;-0.0415;-0.9741;1097.0488
0.0027;-0.0209;-0.9514;1097.0125
0.0317;-0.0014;-1.0117;1097.0125
-0.0038;-0.0463;-1.0197;1097.0198
0.0083;-0.0678;-0.9648;1097.0416
0.0374;-0.0500;-0.9567;1097.0198
0.0481;-0.0061;-1.0463;1097.0052
0.0088;-0.0375;-0.9702;1097.0052
0.0132;-0.0407;-0.9677;1097.0190
-0.0099;0.0124;-1.0102;1096.9533
0.0213;0.0000;-1.0380;1097.0187
0.0542;-0.0202;-1.0170;1097.0187
0.0005;-0.0185;-1.0197;1096.9609
-0.0282;-0.0288;-1.0261;1096.9754
